"","recordID","month","day","year","period","plot","note1","stake","species","sex","reprod","age","testes","vagina","pregnant","nipples","lactation","hfl","wgt","tag","note2","ltag","note3","prevrt","prevlet","nestdir","neststk","note4","note5","treatment","resourcetreatment","anttreatment","Month"
"2138",30452,3,4,2000,263,12,NA,45,"PB","F","","","","","","E","",26,31,"7151PB","*","0","","0","0","",NA,"","","control",NA,"all_ants","Mar"
"2139",30457,3,4,2000,263,19,NA,46,"PB","F","","","","","P","E","",25,48,"6140PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Mar"
"2140",30458,3,4,2000,263,19,NA,32,"PB","F","","","","","P","E","",25,44,"5131PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Mar"
"2141",30466,3,4,2000,263,18,NA,22,"PB","F","","","","","","E","",25,33,"6101PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Mar"
"2142",30468,3,4,2000,263,18,NA,23,"PB","F","","","","","","E","",26,30,"0203PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Mar"
"2143",30469,3,4,2000,263,18,NA,17,"PB","F","","","","","","E","",25,24,"7024PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Mar"
"2144",30485,3,4,2000,263,22,NA,45,"PB","F","","","","","","E","",26,34,"8131PB","","0","","0","0","",NA,"","","control",NA,"none","Mar"
"2145",30486,3,4,2000,263,21,NA,62,"PP","F","","","","","P","E","",23,33,"6120PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Mar"
"2146",30488,3,4,2000,263,21,NA,11,"PB","F","","","","","","E","",25,37,"8100PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Mar"
"2147",30491,3,4,2000,263,20,NA,74,"PB","F","","","","","P","","",25,37,"6114PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Mar"
"2148",30492,3,4,2000,263,20,NA,72,"PP","F","","","","P","","E","",23,17,"0021PP","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Mar"
"2149",30502,3,5,2000,263,3,NA,22,"PB","F","","","","","P","E","",26,43,"5014PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Mar"
"2150",30503,3,5,2000,263,3,NA,56,"PB","F","","","","","","E","",26,29,"0211PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Mar"
"2151",30504,3,5,2000,263,3,NA,64,"PB","F","","","","","P","E","",27,40,"6042PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Mar"
"2152",30521,3,5,2000,263,6,NA,25,"PB","F","","","","","","E","",25,31,"5322PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Mar"
"2153",30524,3,5,2000,263,11,NA,13,"PB","F","","","","","","E","",26,31,"7053PB","","0","","0","0","",NA,"","","control",NA,"none","Mar"
"2154",30547,3,5,2000,263,8,NA,41,"PB","F","","","","","","E","",26,31,"7222PB","*","0","","0","0","",NA,"","","control",NA,"all_ants","Mar"
"2155",30550,3,5,2000,263,13,NA,53,"PP","F","","","","","","E","",23,31,"7154PP","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Mar"
"2156",30553,3,5,2000,263,13,NA,31,"PB","F","","","","","","E","",25,31,"6241PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Mar"
"2157",30577,3,5,2000,263,16,NA,55,"RM","F","","","","","P","E","",16,11,"","","0","","0","0","",NA,"","R","removal",NA,"none","Mar"
"2158",30584,4,29,2000,264,1,NA,73,"PP","F","","","","","P","B","",22,23,"5124PP","","0","","0","0","",NA,"","","spectabs",NA,"none","Apr"
"2159",30585,4,29,2000,264,1,NA,34,"PP","F","","","","","","B","",22,29,"6013PP","","0","","0","0","",NA,"","","spectabs",NA,"none","Apr"
"2160",30587,4,29,2000,264,1,NA,31,"PB","F","","","","","","B","",26,35,"6050PB","","0","","0","0","",NA,"","","spectabs",NA,"none","Apr"
"2161",30590,4,29,2000,264,19,NA,47,"PB","F","","","","","","B","",26,37,"7023PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Apr"
"2162",30591,4,29,2000,264,19,NA,26,"PB","F","","","","","","B","",25,38,"6140PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Apr"
"2163",30593,4,29,2000,264,19,NA,13,"PB","F","","","","","P","E","",24,38,"5131PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Apr"
"2164",30595,4,29,2000,264,18,NA,31,"PB","F","","","","","","E","",25,34,"6101PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Apr"
"2165",30598,4,29,2000,264,18,NA,16,"PB","F","","","","","P","E","",25,36,"6101PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Apr"
"2166",30600,4,29,2000,264,17,NA,64,"PP","F","","","","","","E","",NA,23,"5103PP","","","","0","0","",NA,"","","control",NA,"all_ants","Apr"
"2167",30610,4,29,2000,264,2,NA,14,"PB","F","","","","","","E","",25,31,"0114PB","","0","","0","0","",NA,"","","control",NA,"none","Apr"
"2168",30616,4,29,2000,264,12,NA,65,"PB","F","","","","","","E","",25,34,"7011PB","","0","","0","0","",NA,"","","control",NA,"all_ants","Apr"
"2169",30617,4,29,2000,264,12,NA,15,"PP","F","","","","","","E","",21,16,"0124PP","","0","","0","0","",NA,"","","control",NA,"all_ants","Apr"
"2170",30618,4,29,2000,264,12,NA,35,"PP","F","","","","","","B","",21,20,"0023PP","","0","","0","0","",NA,"","","control",NA,"all_ants","Apr"
"2171",30620,4,29,2000,264,12,NA,76,"PB","F","","","","","","E","",25,31,"8020PB","*","0","","0","0","",NA,"","","control",NA,"all_ants","Apr"
"2172",30625,4,29,2000,264,22,NA,43,"PB","F","","","","","","E","",25,30,"5324PB","","0","","0","0","",NA,"","","control",NA,"none","Apr"
"2173",30626,4,29,2000,264,22,NA,62,"PB","F","","","","","","E","",24,31,"6053PB","","0","","0","0","",NA,"","","control",NA,"none","Apr"
"2174",30627,4,29,2000,264,22,NA,64,"PB","F","","","","","","E","",25,38,"7044PB","","0","","0","0","",NA,"","","control",NA,"none","Apr"
"2175",30628,4,29,2000,264,22,NA,46,"PB","F","","","","","","E","",26,39,"8131PB","","0","","0","0","",NA,"","","control",NA,"none","Apr"
"2176",30634,4,29,2000,264,21,NA,23,"PB","F","","","","","","E","",26,39,"8100PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Apr"
"2177",30638,4,29,2000,264,20,NA,61,"PP","F","","","","","","E","",22,20,"0021PP","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Apr"
"2178",30646,4,29,2000,264,24,NA,42,"PP","F","","","","","","B","",20,17,"7013PP","","0","","0","0","",NA,"","R","removal",NA,"none","Apr"
"2179",30650,4,30,2000,264,6,NA,51,"PP","F","","","","","","B","",22,19,"7122PP","*","0","","0","0","",NA,"","","exclosure",NA,"none","Apr"
"2180",30652,4,30,2000,264,6,NA,71,"PB","F","","","","","","B","",25,30,"7021PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Apr"
"2181",30658,4,30,2000,264,6,NA,32,"PB","F","","","","","","B","",25,36,"5322PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Apr"
"2182",30660,4,30,2000,264,9,NA,54,"PP","F","","","","","","B","",20,19,"0113PP","","0","","0","0","",NA,"","","spectabs",NA,"none","Apr"
"2183",30669,4,30,2000,264,9,NA,44,"PP","F","","","","","P","E","",21,21,"5102PP","","0","","0","0","",NA,"","","spectabs",NA,"none","Apr"
"2184",30672,4,30,2000,264,15,NA,31,"PP","F","","","","","","B","",20,18,"6132PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Apr"
"2185",30673,4,30,2000,264,15,NA,12,"PP","F","","","","","","B","",20,16,"6120PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Apr"
"2186",30678,4,30,2000,264,4,NA,56,"PP","F","","","","","P","E","",22,36,"0120PP","","0","","0","0","",NA,"","","control",NA,"all_ants","Apr"
"2187",30685,4,30,2000,264,11,NA,63,"PP","F","","","","","","E","",22,19,"0150PB","","0","","0","0","",NA,"","","control",NA,"none","Apr"
"2188",30686,4,30,2000,264,11,NA,11,"PP","F","","","","","","E","",22,17,"0110PP","","0","","0","0","",NA,"","","control",NA,"none","Apr"
"2189",30691,4,30,2000,264,8,NA,27,"PB","F","","","","","","E","",25,27,"0101PB","","0","","0","0","",NA,"","","control",NA,"all_ants","Apr"
"2190",30692,4,30,2000,264,8,NA,42,"PB","F","","","","","","E","",26,29,"8044PB","*","0","","0","0","",NA,"","","control",NA,"all_ants","Apr"
"2191",30698,4,30,2000,264,8,NA,51,"PB","F","","","","","","B","",26,34,"7122PB","","0","","0","0","",NA,"","","control",NA,"all_ants","Apr"
"2192",30699,4,30,2000,264,8,NA,11,"PB","F","","","","","","E","",26,35,"6051PB","","0","","0","0","",NA,"","","control",NA,"all_ants","Apr"
"2193",30701,4,30,2000,264,13,NA,12,"PB","F","","","","","","E","",26,31,"6241PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Apr"
"2194",30702,4,30,2000,264,13,NA,24,"PP","F","","","","","","E","",23,27,"0303PP","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Apr"
"2195",30703,4,30,2000,264,13,NA,23,"PB","F","","","","","","E","",26,31,"2302PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Apr"
"2196",30705,4,30,2000,264,13,NA,76,"PB","F","","","","","","E","",26,35,"6254PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Apr"
"2197",30707,4,30,2000,264,13,NA,74,"PP","F","","","","","","E","",22,18,"8102PP","*","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Apr"
"2198",30715,4,30,2000,264,14,NA,57,"PP","F","","","","","","E","",21,16,"5213PP","","0","","0","0","",NA,"","","control",NA,"none","Apr"
"2199",30716,4,30,2000,264,3,NA,75,"PB","F","","","","","","E","",24,35,"6042PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Apr"
"2200",30718,4,30,2000,264,3,NA,77,"PB","F","","","","","","E","",26,30,"0211PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Apr"
"2201",30724,6,3,2000,265,1,NA,75,"PP","F","","","","","","E","",21,20,"6012PP","","0","","0","0","",NA,"","","spectabs",NA,"none","Jun"
"2202",30726,6,3,2000,265,1,NA,41,"PB","F","","","","","","E","",27,30,"6052PB","","0","","0","0","",NA,"","","spectabs",NA,"none","Jun"
"2203",30729,6,3,2000,265,1,NA,14,"PB","F","","","","","","E","",25,28,"6013PB","","0","","0","0","",NA,"","","spectabs",NA,"none","Jun"
"2204",30730,6,3,2000,265,1,NA,17,"PP","F","","","","","","E","",21,14,"7142PP","*","0","","0","0","",NA,"","","spectabs",NA,"none","Jun"
"2205",30736,6,3,2000,265,2,NA,64,"PB","F","","","","","","E","",25,33,"0114PB","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"2206",30737,6,3,2000,265,2,NA,51,"PB","F","","","","","","E","",26,40,"6134PB","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"2207",30750,6,3,2000,265,12,NA,54,"PB","F","","","","","","E","",26,33,"8020PB","*","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"2208",30751,6,3,2000,265,12,NA,44,"PB","F","","","","","","E","",26,39,"7111PB","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"2209",30756,6,3,2000,265,19,NA,14,"PP","F","","","","","P","E","",23,19,"7120PP","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"2210",30757,6,3,2000,265,19,NA,47,"PP","F","","","","","","E","",22,18,"8101PP","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"2211",30760,6,3,2000,265,19,NA,63,"PB","F","","","","","","E","",26,31,"7023PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"2212",30764,6,3,2000,265,18,NA,14,"PB","F","","","","","","E","",25,35,"6101PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"2213",30766,6,3,2000,265,18,NA,16,"PB","F","","","","","","E","",25,30,"7021PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"2214",30775,6,3,2000,265,17,NA,37,"PP","F","","","","","","E","",22,19,"7122PP","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"2215",30777,6,3,2000,265,20,NA,76,"PB","F","","","","","","E","",25,37,"7234PB","*","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"2216",30781,6,3,2000,265,20,NA,25,"PP","F","","","","","","E","",22,16,"8030PP","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"2217",30783,6,3,2000,265,21,NA,43,"PB","F","","","","","","E","",25,24,"0024PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"2218",30784,6,3,2000,265,21,NA,55,"PB","F","","","","","","E","",26,24,"7241PB","*","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"2219",30785,6,3,2000,265,21,NA,31,"PB","F","","","","","","E","",25,35,"8100PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"2220",30786,6,3,2000,265,21,NA,61,"PB","F","","","","","","E","",26,26,"8040PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"2221",30788,6,3,2000,265,21,NA,44,"PB","F","","","","","P","E","",25,39,"6320PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"2222",30790,6,3,2000,265,21,NA,47,"PB","F","","","","","","E","",25,25,"8023PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"2223",30791,6,3,2000,265,22,NA,16,"PB","F","","","","","","E","",26,30,"7044PB","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"2224",30794,6,3,2000,265,22,NA,57,"PB","F","","","","","","E","",26,36,"8131PB","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"2225",30798,6,3,2000,265,24,1,73,"PP","F","","","","","P","E","",22,NA,"","","0","","0","0","",NA,"","R","removal",NA,"none","Jun"
"2226",30801,6,3,2000,265,24,NA,66,"PP","F","","","","","P","E","",21,17,"","","0","","0","0","",NA,"","R","removal",NA,"none","Jun"
"2227",30804,6,4,2000,265,3,NA,31,"PB","F","","","","","","E","",25,31,"6043PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"2228",30806,6,4,2000,265,3,NA,24,"PB","F","","","","","","E","",26,32,"5014PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"2229",30808,6,4,2000,265,3,NA,64,"PB","F","","","","","","E","",26,34,"6042PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"2230",30812,6,4,2000,265,3,NA,77,"PB","F","","","","","P","E","",26,36,"0211PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"2231",30813,6,4,2000,265,3,NA,53,"PB","F","","","","","P","E","",26,33,"8051PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"2232",30819,6,4,2000,265,4,NA,46,"PB","F","","","","","","E","",25,33,"0124PB","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"2233",30820,6,4,2000,265,4,NA,17,"PP","F","","","","","","E","",21,14,"0A4B27","*","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"2234",30821,6,4,2000,265,4,NA,21,"PP","F","","","","","","E","",22,20,"0102PP","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"2235",30822,6,4,2000,265,4,NA,54,"PP","F","","","","","","E","",22,15,"86131","*","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"2236",30825,6,4,2000,265,4,NA,53,"PB","F","","","","","","E","",25,32,"7051PB","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"2237",30827,6,4,2000,265,4,NA,66,"PB","F","","","","","","E","",26,31,"0001PB","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"2238",30835,6,4,2000,265,6,NA,31,"PB","F","","","","","","E","",25,34,"5122PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"2239",30836,6,4,2000,265,6,NA,71,"PB","F","","","","","","E","",26,36,"7021PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"2240",30838,6,4,2000,265,6,NA,14,"PP","F","","","","","","E","",22,18,"0104PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"2241",30844,6,4,2000,265,11,NA,77,"PP","F","","","","","","E","",22,21,"0150PP","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"2242",30849,6,4,2000,265,11,1,31,"PB","F","","","","","","E","",26,NA,"7053PB","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"2243",30851,6,4,2000,265,11,NA,15,"PB","F","","","","","","E","",26,25,"8042PB","","0","","0","0","",NA,"","","control",NA,"none","Jun"
"2244",30856,6,4,2000,265,9,NA,76,"PP","F","","","","","","E","",22,20,"5102PP","","0","","0","0","",NA,"","","spectabs",NA,"none","Jun"
"2245",30863,6,4,2000,265,9,NA,41,"PP","F","","","","","","E","",23,21,"0152PP","","0","","0","0","",NA,"","","spectabs",NA,"none","Jun"
"2246",30865,6,4,2000,265,8,NA,41,"PP","F","","","","","","E","",22,20,"5210PP","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"2247",30871,6,4,2000,265,8,NA,45,"PP","F","","","","","","E","",22,21,"6040PP","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"2248",30872,6,4,2000,265,8,NA,44,"PP","F","","","","","","B","",21,18,"5133PP","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"2249",30874,6,4,2000,265,8,NA,33,"PB","F","","","","","","E","",25,32,"0101PB","","0","","0","0","",NA,"","","control",NA,"all_ants","Jun"
"2250",30878,6,4,2000,265,13,NA,65,"PP","F","","","","","","E","",22,17,"0111PP","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"2251",30879,6,4,2000,265,13,NA,77,"PB","F","","","","","","E","",26,32,"6154PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jun"
"2252",30883,6,4,2000,265,15,NA,74,"PP","F","","","","","","E","",22,19,"5132PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"2253",30885,6,4,2000,265,15,1,NA,"PP","F","","","","","","E","",22,15,"294361","*","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"2254",30886,6,4,2000,265,15,1,NA,"PP","F","","","","","","E","",21,NA,"7E3243","*","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"2255",30888,6,4,2000,265,15,1,NA,"PP","F","","","","","","E","",21,16,"0114PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"2256",30889,6,4,2000,265,15,1,NA,"PP","F","","","","","","E","",21,16,"5120PP","","0","","0","0","",NA,"","","exclosure",NA,"none","Jun"
"2257",30901,7,1,2000,266,1,NA,31,"PP","F","","","","","","E","",21,14,"7142PP","","0","","0","0","",NA,"","","spectabs",NA,"none","Jul"
"2258",30903,7,1,2000,266,1,1,34,"PP","F","","","","","","E","",21,NA,"0021PP","","0","","0","0","",NA,"","","spectabs",NA,"none","Jul"
"2259",30905,7,1,2000,266,1,NA,27,"PB","F","","","","","","E","",26,30,"392E08","*","0","","0","0","",NA,"","","spectabs",NA,"none","Jul"
"2260",30908,7,1,2000,266,1,NA,61,"PP","F","","","","","","E","",22,21,"5124PP","","0","","0","0","",NA,"","","spectabs",NA,"none","Jul"
"2261",30909,7,1,2000,266,1,NA,52,"PP","F","","","","","","E","",22,17,"163102","*","0","","0","0","",NA,"","","spectabs",NA,"none","Jul"
"2262",30913,7,1,2000,266,2,NA,11,"PP","F","","","","","","E","",21,16,"6B736D","*","0","","0","0","",NA,"","","control",NA,"none","Jul"
"2263",30914,7,1,2000,266,2,NA,42,"PB","F","","","","","","E","",25,38,"6134PB","","0","","0","0","",NA,"","","control",NA,"none","Jul"
"2264",30919,7,1,2000,266,2,NA,67,"PB","F","","","","","","E","",26,30,"0114PB","","0","","0","0","",NA,"","","control",NA,"none","Jul"
"2265",30922,7,1,2000,266,12,NA,13,"PB","F","","","","","","E","",26,35,"7011PB","","0","","0","0","",NA,"","","control",NA,"all_ants","Jul"
"2266",30923,7,1,2000,266,12,NA,12,"PP","F","","","","","","E","",22,17,"3A7265","*","0","","0","0","",NA,"","","control",NA,"all_ants","Jul"
"2267",30927,7,1,2000,266,12,NA,47,"PB","F","","","","","","E","",25,34,"8020PB","","0","","0","0","",NA,"","","control",NA,"all_ants","Jul"
"2268",30930,7,1,2000,266,12,NA,26,"PP","F","","","","","P","E","",21,15,"7150PP","","0","","0","0","",NA,"","","control",NA,"all_ants","Jul"
"2269",30933,7,1,2000,266,19,NA,24,"PP","F","","","","","P","E","",22,15,"78750A","*","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jul"
"2270",30936,7,1,2000,266,19,NA,22,"PP","F","","","","","P","E","",21,17,"7054PP","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jul"
"2271",30939,7,1,2000,266,18,NA,15,"PB","F","","","","","","E","",25,28,"7021PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jul"
"2272",30941,7,1,2000,266,18,NA,32,"PB","F","","","","","","E","",26,36,"6101PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jul"
"2273",30946,7,1,2000,266,22,NA,74,"PB","F","","","","","","E","",26,33,"7044PB","","0","","0","0","",NA,"","","control",NA,"none","Jul"
"2274",30950,7,1,2000,266,22,NA,71,"PB","F","","","","","P","E","",26,40,"5324PB","","0","","0","0","",NA,"","","control",NA,"none","Jul"
"2275",30953,7,1,2000,266,22,NA,37,"PB","F","","","","","P","E","",26,44,"8131PB","","0","","0","0","",NA,"","","control",NA,"none","Jul"
"2276",30954,7,1,2000,266,21,NA,55,"PB","F","","","","","","E","",24,30,"6120PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jul"
"2277",30955,7,1,2000,266,21,NA,76,"PB","F","","","","","","E","",26,29,"8040PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jul"
"2278",30957,7,1,2000,266,21,NA,16,"PB","F","","","","","","E","",26,29,"8023PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jul"
"2279",30958,7,1,2000,266,21,NA,33,"PB","F","","","","","P","E","",25,45,"8100PB","","0","","0","0","",NA,"","","exclosure",NA,"none","Jul"
"2280",30964,7,1,2000,266,20,NA,76,"PB","F","","","","","P","E","",26,39,"7234PB","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jul"
"2281",30966,7,1,2000,266,20,NA,67,"PP","F","","","","","","E","",23,18,"8030PP","","0","","0","0","",NA,"","","exclosure",NA,"all_ants","Jul"
"2282",30973,7,1,2000,266,17,NA,26,"PP","F","","","","","","E","",22,22,"5143PP","","0","","0","0","",NA,"","","control",NA,"all_ants","Jul"
